№ Кампании,Название кампании,Тип условия показа,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Название площадки,Площадка выключена в РК,Можно запретить площадку,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽"
704073639,Психолог Ксения,Фраза,психолог онлайн анна выровая,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,51.80,2.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,103.18,3.00,0,-,-
704073639,Психолог Ксения,Фраза,спортивные психологи в москве которые работают онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,134.72,5.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн консультация психолог ковалев сергей,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,132.67,1.00,0,-,-
704073639,Психолог Ксения,Фраза,миков дмитрий рудольфович пермь психолог сколько стоит у него прием,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,38.09,1,1,71.45,100.00,139.96,1.00,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,агрегаторы психологов пермь,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,103.99,1.00,0,-,-
704073639,Психолог Ксения,Фраза,сервис ясно психологи,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,124.51,1,1,122.77,100.00,81.45,2.00,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,когнитивно поведенческая терапия краснодар,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,72.33,1,1,66.65,100.00,150.03,1.00,0,0.00,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,5.58,-,0,-,-
704073639,Психолог Ксения,Фраза,сколько стоит консультация у семейного психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,стоимость групповой консультации психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,132.22,5.00,0,-,-
704073639,Психолог Ксения,Фраза,если приват чат с психологом на сайте переписка в открытом доступе для всех или нестановится,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,107.35,1.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн психолог пси пси юр адрес,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,51.92,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,онлайн психотерапевт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,134.66,5.00,0,-,-
704073639,Психолог Ксения,Фраза,авито психолог онлайн,Целевые запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог в балашихе цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,групповая психотерапия онлайн,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,5.58,7.00,0,-,-
